index,anime_id,title,title_english,type,score,genre_list,producer_list,opening_theme,ending_theme,synopsis,related,comb_feat
435,464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,One Piece: Baron Omatsuri and the Secret Island,Movie,7.7,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']","['Fuji TV', 'Fujipacific Music']",[],"['""Yume Miru Goro wo Sugitemo"" by Kishidan']","""If you are a pirate among pirates among pirates among pirates, then gather your steadfast crew of friends and set sail for our island."" Upon finding an advertisement with these words on it for Omatsuri Island, the only recreational resort on the Grand Line, Monkey D. Luffy and his Straw Hat Crew set out for it immediately. Enticed by the island's casinos, spas, beautiful women, and exquisite cuisine, the crew are eager to relax and enjoy themselves. Much to their disappointment though, they are told upon arrival that they will first have to pass Baron Omatsuri's ""Ordeals of Hell."" Once they complete this series of challenges, they will be able to enjoy the resort. However, problems begin to surface the longer they stay on the island. As strange events continue to unfold, the Straw Hat Crew find themselves at odds with one another, disagreeing at every turn. Will the Straw Hat Crew be able to figure out the truth behind Omatsuri Island, or will they fall apart from infighting first? [Written by MAL Rewrite]","{'Parent story': [{'mal_id': 21, 'type': 'anime', 'name': 'One Piece', 'url': 'https://myanimelist.net/anime/21/One_Piece'}]}",fujipacif gather problem casino eager first kishidan grand hat continu fall find friend omatsuri shounen enjoy upon recreat spas immedi truth luffi longer behind pirat among infight straw fuji turn crew relax steadfast told monkey goro women figur comedi pass surfac anoth disappoint miru everi onc howev sail sugitemo fantasi abl strang stay though challeng onli arriv begin advertis yume themselv seri much resort unfold cuisin disagre baron odd apart island one complet music entic word beauti hell event exquisit line set ordeal adventur
436,465,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,One Piece Movie 7: Karakuri-jou no Mecha Kyohei,Movie,7.33,"['Adventure', 'Comedy', 'Fantasy', 'Shounen']","['Fujipacific Music', 'Shueisha']",[],"['""Sayaendou"" by NEWS']","The Straw Hat crew salvages a treasure chest from a sinking wreck, inside which they find an old lady. To get the pirates to take her home, she promises them the treasure of a golden crown on her island: Mecha Island. Upon arrival, the crew is attacked by the lord of the island but he has a change of heart and decides to seek their help to solve the mystery of the Golden Crown. (Source: ANN, edited)","{'Parent story': [{'mal_id': 21, 'type': 'anime', 'name': 'One Piece', 'url': 'https://myanimelist.net/anime/21/One_Piece'}]}",fujipacif news old attack wreck edit shueisha salvag golden comedi home decid insid take island promis hat pirat lord find sayaendou chest straw music seek crew ladi mysteri sourc heart shounen fantasi mecha solv help upon arriv sink treasur get crown chang adventur
439,468,Innocence,Ghost in the Shell 2: Innocence,Movie,7.84,"['Military', 'Sci-Fi', 'Police', 'Psychological', 'Mecha']","['Bandai Visual', 'Dentsu', 'Kodansha', 'd-rights', 'Tokuma Shoten', 'Nippon Television Network']","['""Kugutsuuta ura mite chiru [Making of a Cyborg]"" by Kenji Kawai']","['""Follow Me"" by Kimiko Itou (ending credits)']","With Major Motoko Kusanagi missing, Section 9's Batou is assigned to investigate a string of gruesome murders—seemingly at the hands of faulty gynoids, or sex robots. But when a faulty gynoid leaves Batou a cryptic message, he begins to question the cause of their malfunctions. Suspicions of politically motivated murder and an illegal ""ghost"" quickly crop up, drawing Batou and his partner Togusa into a perilous web of conspiracy. As their investigation goes on, the line between man and machine continues to blur, and reality and perception become indistinguishable. Confronting strange and dangerous foes, Batou and Togusa explore a futuristic world filled with machines and living dolls but utterly devoid of humanity. [Written by MAL Rewrite]","{'Prequel': [{'mal_id': 43, 'type': 'anime', 'name': 'Koukaku Kidoutai', 'url': 'https://myanimelist.net/anime/43/Koukaku_Kidoutai'}]}",itou peril confront machin motiv continu man shoten quick dentsu devoid kimiko illeg murder major investig polic kodansha ura kenji live danger realiti kugutsuuta kawai malfunct fill utter human blur psycholog polit indistinguish gruesom section network futurist world militari make motoko gynoid visual chiru explor mite right robot kusanagi web credit batou end draw bandai conspiraci question leav strang percept begin ghost miss string televis nippon togusa suspicion faulti foe assign hand goe sex seem tokuma line becom mecha messag sci caus partner doll cyborg crop cryptic follow
446,475,Hotori: Tada Saiwai wo Koinegau,Hotori: Tada Saiwai wo Koinegau,Movie,6.96,"['Drama', 'Sci-Fi']",[],[],"['""Yakusoku"" by Muratani Sachiko']","At the Personality Plant, robots are being built and slowly outfitted with the artificial memories of real people. Suzu is one such robot, being made to replace the young boy a family has lost. By chance, he meets Hotori, a young girl suffering from progressive memory loss. The two children become friends and attempt to define themselves in the light of their changing memories. (Source: ANN)",{},muratani suzu person defin slowli artifici real young one robot famili suffer loss made yakusoku girl friend attempt drama sourc hotori light becom children replac outfit lost progress sachiko memori sci built peopl boy two chanc meet themselv chang plant
454,484,Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka,Saiyuki: Requiem,Movie,7.36,"['Adventure', 'Shounen', 'Supernatural']",[],[],"['""Tightrope"" by Tetsu 69']","The gang is traveling along when they find a girl in need. Of course, they all can't resist going after her. This girl isn't all that she seems... her motive or her ""humanity"".... and soon the whole gang has Sanzo's past on their hands and one certain young boy who can keep a grudge for decades... (Source: ANN)","{'Parent story': [{'mal_id': 129, 'type': 'anime', 'name': 'Gensoumaden Saiyuuki', 'url': 'https://myanimelist.net/anime/129/Gensoumaden_Saiyuuki'}], 'Sequel': [{'mal_id': 4476, 'type': 'anime', 'name': 'Gensoumaden Saiyuuki: Kibou no Zaika', 'url': 'https://myanimelist.net/anime/4476/Gensoumaden_Saiyuuki__Kibou_no_Zaika'}]}",travel tetsu gang cours keep tightrop along motiv hand young soon sanzo one supernatur human find decad girl whole resist sourc shounen seem grudg certain boy past need adventur
461,492,Armitage III: Dual-Matrix,Armitage III: Dual-Matrix,Movie,6.89,"['Action', 'Sci-Fi', 'Adventure', 'Mecha']",['Pioneer LDC'],[],"['""Red Planet"" by Julian Mack']","A few years after they first met, Naomi Armitage and Ross Syllabus have started a family. Despite their normal lives, they must keep their identities a secret because many people believe that Robots do not deserve equal status with humans. Ross has an opportunity to abolish these ideas on Earth through a vote, but organizations in the shadows are working so that it doesn't happen. (Source: ANN)","{'Prequel': [{'mal_id': 1079, 'type': 'anime', 'name': 'Armitage III', 'url': 'https://myanimelist.net/anime/1079/Armitage_III'}]}",deserv ross happen julian action met first vote must keep work earth pioneer abolish shadow famili robot planet normal equal human year armitag status believ syllabus becaus sourc idea naomi start secret mani mecha ldc mack sci ident despit peopl red opportun organ live adventur
462,493,Armitage III: Poly-Matrix,Armitage III: Poly-Matrix,Movie,7.09,"['Action', 'Military', 'Sci-Fi', 'Adventure', 'Police', 'Romance', 'Mecha']",['Pioneer LDC'],[],"['""Multi-Matrix"" by Hiroyuki Namba.']","In the year 2046 humans are moving away from using robots and begin to trust them less and less. In this time life becomes very perilous for the beings known as seconds. The seconds are the most recent line of robots, as far as the public knows. This is the world Detective Ross Sylibus lives in. Detective Sylibus is transferred to Mars by his request after his partner was killed by a robot. As he arrives he falls headfirst into a murder where a country singer on his flight was murdered. He steps off the plane and watches as a scene unfolds and he meets his partner, Armitage a female cop with a major attitude. A rash of murders begins when yet more women are killed. As the investigation is continued a secret is uncovered. There is another line of robots known as Thirds. More and more Thirds turn up missing, as a serial killer who is intent on wiping out all the Thirds runs rampant. Armitage in her quest to put the murderer to justice reveals a secret. She herself is a Third. (Source: ANN, edited)","{'Full story': [{'mal_id': 1079, 'type': 'anime', 'name': 'Armitage III', 'url': 'https://myanimelist.net/anime/1079/Armitage_III'}]}",known yet action peril request far rampant continu fall detect put cop sylibus hiroyuki major investig polic veri live ross edit trust scene use headfirst pioneer intent human life turn sourc time secret plane world militari ldc flight serial second away killer romanc women quest anoth justic less robot know countri arriv begin step reveal meet watch miss recent singer unfold wipe attitud move third kill year multi armitag uncov matrix run becom line namba mecha mar rash femal sci partner transfer murder public adventur
464,496,Kamui no Ken,Kamui no Ken,Movie,6.62,"['Adventure', 'Historical', 'Drama', 'Fantasy', 'Shounen']","['Kadokawa Shoten', 'AnimEigo']",[],"['""Kamui no Ken (The Dagger of Kamui)"" by Noriko Watanabe']","A young boy named Jiro finds his mother and sister murdered in his home. Falsely accused of the crime, he flees from his village and meets a priest named Tenkai, who has him kill a rogue ninja named Tarouza. After fulfilling that task, Jiro undergoes training to become a master assassin. Many years later, Jiro finds out that he was an orphan and his real father was Tarouza, who had worked for Tenkai until he aborted his mission when he fell in love with an Ainu woman. The young ninja discovers that the Shogunate was to retrieve the lost treasure of Captain Kidd and use it to once again isolate Japan from the rest of the world. Using the clues that Tarouza had kept secret, Jiro—along with the female ninja Oyuki and a slave named Sam—travels to Russia and America to search for the treasure in hopes of using it to extract revenge from Tenkai. (Source: ANN)",{},home extract find shoten father shounen reveng mani lost accus rogu crime america isol kamui undergo shogun russia oyuki use real work train kept woman kadokawa fell hope sourc fals kidd histor ainu secret world mother later treasur name discov orphan japan travel priest fulfil noriko mission tenkai along young master love ninja onc drama clue rest animeigo assassin tarouza fantasi watanab task retriev dagger meet captain villag kill jiro year abort becom slave search femal sam boy flee sister ken murder adventur
469,502,Dragon Ball Movie 1: Shen Long no Densetsu,Dragon Ball: Curse of the Blood Rubies,Movie,6.87,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Shounen', 'Super Power']",[],"['""Makafushigi Adventure!"" by Hiroki Takahashi']","['""Romantic Ageru Yo"" by Ushio Hashimoto']","A retelling of Dragon Ball's origins, this is a different version of the meeting of Goku, Bulma, Oolong, and Yamucha. They are all looking for the dragon balls for different reasons when they cross paths with an evil king named Gourmeth, who is also looking for the dragon balls. (Source: ANN)","{'Alternative version': [{'mal_id': 223, 'type': 'anime', 'name': 'Dragon Ball', 'url': 'https://myanimelist.net/anime/223/Dragon_Ball'}, {'mal_id': 893, 'type': 'anime', 'name': 'Dragon Ball Movie 4: Saikyou e no Michi', 'url': 'https://myanimelist.net/anime/893/Dragon_Ball_Movie_4__Saikyou_e_no_Michi'}], 'Sequel': [{'mal_id': 891, 'type': 'anime', 'name': 'Dragon Ball Movie 2: Majinjou no Nemurihime', 'url': 'https://myanimelist.net/anime/891/Dragon_Ball_Movie_2__Majinjou_no_Nemurihime'}]}",bulma cross version goku action ball comedi dragon hiroki yamucha evil power reason origin super retel path ageru sourc gourmeth also shounen fantasi look oolong makafushigi ushio differ romant name meet king hashimoto takahashi adventur
471,504,Fatal Fury: The Motion Picture,Fatal Fury: The Motion Picture,Movie,6.61,"['Action', 'Adventure', 'Drama', 'Martial Arts', 'Romance', 'Shounen']","['Shochiku', 'Nihon Ad Systems', 'Fuji TV']",[],"['""Oh Angel"" by Warren Stanyer (English)""Yoake no Legend"" by Kazukiyo NishiKiori (Japanese)']","Young millionaire Laocorn Gaudeamus is on a crusade to recover six pieces of armour said to give the user the powers of Mars—the legendary God of War. Fearing that her twin brother is slowly losing his sanity with every armour piece he collects, Sulia runs to Terry, Andy, Joe and Mai to form their own global crusade to stop Laocorn from opening a potential Pandora's Box and releasing an uncontrollable form of destruction. (Source: ANN)","{'Spin-off': [{'mal_id': 825, 'type': 'anime', 'name': 'King of Fighters: Another Day', 'url': 'https://myanimelist.net/anime/825/King_of_Fighters__Another_Day'}, {'mal_id': 35204, 'type': 'anime', 'name': 'The King of Fighters: Destiny', 'url': 'https://myanimelist.net/anime/35204/The_King_of_Fighters__Destiny'}], 'Prequel': [{'mal_id': 1799, 'type': 'anime', 'name': 'Fatal Fury: Legend of the Hungry Wolf', 'url': 'https://myanimelist.net/anime/1799/Fatal_Fury__Legend_of_the_Hungry_Wolf'}, {'mal_id': 1800, 'type': 'anime', 'name': 'Fatal Fury 2: The New Battle', 'url': 'https://myanimelist.net/anime/1800/Fatal_Fury_2__The_New_Battle'}]}",shochiku stop terri warren romanc twin action brother give war laocorn armour open mai global slowli young uncontrol martial yoak god stanyer everi power art english kazukiyo millionair six lose legend fuji drama saniti run system box destruct sourc crusad form shounen collect angel nihon recov potenti legendari mar piec user japanes said andi nishikiori releas gaudeamus pandora joe sulia fear adventur
